name	VP1_type
MK077697	GII.17
MK077698	GII.17
LC333887	GII.17
MK077694	GII.17
MK077696	GII.17
MH375808	GII.17
MK166056	GII.17
MK166053	GII.17
MK166057	GII.17
MZ026981	GII.17
LC644992	GII.17
LC918509	GII.17
LC918520	GII.17
PQ740330	GII.17
PP267293	GII.17
PP267286	GII.17
PP267281	GII.17
PP267296	GII.17
PP267295	GII.17
PP267289	GII.17
PP267290	GII.17
PP267283	GII.17
PQ740327	GII.17
PX988227	GII.17
PX988191	GII.17
PX988192	GII.17
PQ740326	GII.17
PZ234763	GII.17
PZ234762	GII.17
PZ234759	GII.17
PQ740323	GII.17
PX988203	GII.17
PZ234769	GII.17
LC333893	GII.17
PQ273196	GII.17
ON854109	GII.17
ON854110	GII.17
ON854105	GII.17
KU557801	GII.17
MG692610	GII.17
KU557808	GII.17
KX244852	GII.17
KU561225	GII.17
KX216803	GII.17
LC486743	GII.17
MN045198	GII.17
PV920374	GII.17
KR270449	GII.17
KY905330	GII.17
PV258462	GII.17
LC349986	GII.17
KY406968	GII.17
MZ026941	GII.17
LC433696	GII.17
LC369249	GII.17
KY502252	GII.17
MH747479	GII.17
LC433724	GII.17
KP902577	GII.17
KU557833	GII.17
MK077692	GII.17
KX592171	GII.17
MN502943	GII.17
MZ026942	GII.17
MZ026947	GII.17
LC433729	GII.17
LC369258	GII.17
PV920373	GII.17
LC148852	GII.17
KX244850	GII.17
MK907801	GII.17
MK077693	GII.17
LC333892	GII.17
LC486769	GII.17
MH608288	GII.17
MH746924	GII.17
MH638230	GII.17
MH746925	GII.17
LC369214	GII.17
LC369215	GII.17
KX216805	GII.17
KT326182	GII.17
LC433721	GII.17
LC369221	GII.17
LC101783	GII.17
LC433710	GII.17
LC333870	GII.17
LC486752	GII.17
LC486753	GII.17
LC486768	GII.17
LC318751	GII.17
LC318752	GII.17
LC333868	GII.17
LC486764	GII.17
LC349989	GII.17
LC333874	GII.17
LC333867	GII.17
LC486754	GII.17
LC318748	GII.17
LC333894	GII.17
LC333897	GII.17
LC318755	GII.17
LC318757	GII.17
LC318753	GII.17
LC258403	GII.17
LC318754	GII.17
LC311773	GII.17
LC311772	GII.17
LC486767	GII.17
LC311767	GII.17
LC333885	GII.17
MN853414	GII.17
KU557790	GII.17
KU557810	GII.17
KU557787	GII.17
MN503081	GII.17
MN503008	GII.17
MZ027027	GII.17
KX764837	GII.17
KP998539	GII.17
KP902570	GII.17
KT326180	GII.17
PV920376	GII.17
PQ373128	GII.17
LC369229	GII.17
LC369228	GII.17
LC369230	GII.17
KY424349	GII.17
KY424350	GII.17
PV920383	GII.17
PV920384	GII.17
ON706297	GII.17
MK907793	GII.17
MK907792	GII.17
OP205529	GII.17
MN502986	GII.17
MN996296	GII.17
MN960578	GII.17
MN996300	GII.17
MF073243	GII.17
MF073244	GII.17
PQ373127	GII.17
PQ336873	GII.17
MK789433	GII.17
KT970371	GII.17
LC597112	GII.17
KT780411	GII.17
KT315693	GII.17
KP902576	GII.17
KT780398	GII.17
MK077714	GII.17
LC486770	GII.17
KT315691	GII.17
KT780403	GII.17
LC433716	GII.17
LC148854	GII.17
KU557875	GII.17
KU557879	GII.17
LC486744	GII.17
KY406965	GII.17
KY407205	GII.17
KY407206	GII.17
KY407203	GII.17
KY406973	GII.17
KY406977	GII.17
KY406976	GII.17
MH572223	GII.17
MH572228	GII.17
MH572230	GII.17
KX168454	GII.17
KX168455	GII.17
LC486749	GII.17
MH375813	GII.17
MK077711	GII.17
MH375806	GII.17
MF421539	GII.17
MF421542	GII.17
MK396775	GII.17
KP698929	GII.17
KU557846	GII.17
KT780397	GII.17
KU557847	GII.17
KT970373	GII.17
KT149172	GII.17
KT992787	GII.17
OP205536	GII.17
KX424649	GII.17
PQ373121	GII.17
PQ373120	GII.17
OP205533	GII.17
KU561253	GII.17
MF172095	GII.17
MF172092	GII.17
KR020503	GII.17
KU557848	GII.17
KU557849	GII.17
KU557828	GII.17
KU557829	GII.17
KU557870	GII.17
KX216786	GII.17
MZ478134	GII.17
KP698928	GII.17
KT315700	GII.17
OM480530	GII.17
LC177662	GII.17
KX216788	GII.17
KX216791	GII.17
KX216793	GII.17
KX216787	GII.17
KT315669	GII.17
KT780394	GII.17
KT906670	GII.17
KT780395	GII.17
KP902572	GII.17
KU557838	GII.17
KT315709	GII.17
MK907791	GII.17
KT970369	GII.17
KU557852	GII.17
MK077703	GII.17
KY406971	GII.17
KU557799	GII.17
LC369227	GII.17
KX764843	GII.17
KU557785	GII.17
LC349987	GII.17
KU557802	GII.17
KP902567	GII.17
KU953398	GII.17
KU953394	GII.17
MW603758	GII.17
KU557797	GII.17
KP864104	GII.17
MN045196	GII.17
MN045203	GII.17
KP902571	GII.17
KU557893	GII.17
KU557822	GII.17
KU557823	GII.17
KT780400	GII.17
KU561255	GII.17
KU561256	GII.17
LC486756	GII.17
KT315697	GII.17
MK077705	GII.17
KX216785	GII.17
LC148853	GII.17
LC486758	GII.17
MK648241	GII.17
MK648242	GII.17
KT732276	GII.17
KT315699	GII.17
KT780406	GII.17
KX168439	GII.17
MF073250	GII.17
LC486760	GII.17
PQ273189	GII.22
MG495082	GII.22
MG495083	GII.25
GQ856469	GII.25
MN502838	GII.25
MZ026895	GII.25
MN502830	GII.25
MN502829	GII.25
MN502832	GII.25
MW305526	GII.NA2
NC_044932	GII.NA2
MG706448	GII.NA2
MG495084	GII.24
MG495085	GII.24
KY225989	GII.24
MG495081	GII.24
MN453359	GII.24
MG551869	GII.23
KR232647	GII.23
MG495080	GII.23
MN453358	GII.23
KY496328	GII.23
KT290889	GII.23
MG495077	GII.27
MG495078	GII.27
MK733206	GII.23
MK733207	GII.27
MK733205	GII.27
MK733202	GII.27
MK733203	GII.27
MK733204	GII.27
MG495079	GII.NA1
MG572724	GII.26
MG572723	GII.26
MG572722	GII.26
MG572726	GII.26
MG572725	GII.26
MG572727	GII.26
MG572728	GII.26
MG572729	GII.26
MG754365	GII.26
MG572719	GII.26
MG572730	GII.26
MG572731	GII.26
MF352142	GII.26
MG572720	GII.26
MG572721	GII.26
MF352143	GII.26
MF352144	GII.26
MG572732	GII.26
GQ856476	GII.16
MW305699	GII.16
GU292831	GII.16
MW305566	GII.16
MN447470	GII.16
MN447471	GII.16
KF920739	GII.16
MZ769132	GII.16
PX458533	GII.16
LC769702	GII.16
PV394763	GII.16
PV394762	GII.16
PV394768	GII.16
PV394761	GII.16
PV394759	GII.16
PV394767	GII.16
PV394766	GII.16
PV394760	GII.16
MW305595	GII.12
MW305597	GII.12
MW305593	GII.12
MW305596	GII.12
MH608285	GII.12
MK733201	GII.12
LC342059	GII.12
KF006267	GII.12
MW305701	GII.12
KJ196294	GII.12
LC122724	GII.12
LC122725	GII.12
KJ196282	GII.12
KJ196299	GII.12
LC122728	GII.12
LC122726	GII.12
LC122727	GII.12
MZ769126	GII.12
OR512564	GII.12
PP658560	GII.12
LC790071	GII.12
PQ740331	GII.12
PZ240517	GII.12
PZ240518	GII.12
MK616558	GII.12
MK616559	GII.12
MK754447	GII.12
MK753036	GII.12
MK764041	GII.12
MK762627	GII.12
MK754445	GII.12
OP690427	GII.12
MK355712	GII.12
MK355713	GII.12
MK616560	GII.12
MK616561	GII.12
MN502854	GII.12
MN502866	GII.12
HQ401025	GII.12
HQ664990	GII.12
HQ449728	GII.12
JQ653095	GII.12
GQ845370	GII.12
KP064099	GII.12
HQ115742	GII.12
MW305702	GII.12
MW305703	GII.12
LC122734	GII.12
LC122733	GII.12
HQ688986	GII.12
MN502831	GII.12
MZ026897	GII.12
MN502814	GII.12
MN502823	GII.12
KC464499	GII.12
KC464496	GII.12
MN502821	GII.12
MN502839	GII.12
JQ613569	GII.12
LC122736	GII.12
KC464498	GII.12
KC464497	GII.12
JQ613568	GII.12
LC122735	GII.12
KC464500	GII.12
KM198492	GII.12
KM198503	GII.12
MT712130	GII.12
MT712147	GII.12
LC122732	GII.12
LC122731	GII.12
MW305676	GII.12
LC122730	GII.12
LC122729	GII.12
PP512739	GII.1
LC122737	GII.1
EU072249	GII.1
LC122738	GII.1
LC122739	GII.1
JX289822	GII.1
OR397775	GII.1
OR397774	GII.1
OR397768	GII.1
OR397769	GII.1
OR397770	GII.1
OR397771	GII.1
OR397772	GII.1
OR397767	GII.1
OR397778	GII.1
OR397781	GII.1
OR397779	GII.1
OR397780	GII.1
OR397776	GII.1
OR397777	GII.1
OR397766	GII.1
OR397773	GII.1
OR397788	GII.1
OR397782	GII.1
OR397784	GII.1
OR397783	GII.1
OR397786	GII.1
OR397785	GII.1
OR397787	GII.1
KJ194507	GII.1
MK483908	GII.1
MG572182	GII.1
LC597120	GII.1
MF668937	GII.1
KC464322	GII.1
KC463911	GII.1
KC464323	GII.1
PX732924	GII.1
MZ265063	GII.1
MW854326	GII.1
JN797508	GII.1
MW305705	GII.1
KY649454	GII.1
KY649455	GII.1
MK614059	GII.1
KY649456	GII.1
PZ240514	GII.1
LC923386	GII.1
MN503075	GII.1
MZ026968	GII.1
MN502953	GII.1
MN502918	GII.1
MN503078	GII.1
MN502909	GII.1
MN502926	GII.1
MN503086	GII.1
MN502936	GII.1
MN502939	GII.1
MN503006	GII.1
MN503051	GII.1
MN503009	GII.1
MN503050	GII.1
JN616378	GII.1
KC597148	GII.1
KC597149	GII.1
KC597151	GII.1
KC597150	GII.1
MW305622	GII.1
PX733062	GII.1
MH218731	GII.1
MK753033	GII.1
MK753034	GII.1
MW305630	GII.1
MW305628	GII.1
MW305629	GII.1
MT242482	GII.1
MT242487	GII.1
MK616585	GII.1
MK616584	GII.1
OL898506	GII.1
MW661263	GII.1
MW661268	GII.1
MW661267	GII.1
MW661272	GII.1
MW661266	GII.1
MW661269	GII.1
MW661271	GII.1
MW661270	GII.1
MG557655	GII.10
OP609646	GII.10
OP686903	GII.10
OP609644	GII.10
OP609645	GII.10
PX458541	GII.10
OP691294	GII.10
OP691295	GII.10
MN502843	GII.5
HM596590	GII.5
MW305695	GII.5
MW305580	GII.5
JN699044	GII.5
KJ196288	GII.5
MW305658	GII.5
KJ196277	GII.5
MN502836	GII.5
LC122858	GII.5
LC122859	GII.5
KM386680	GII.5
KM386679	GII.5
MT754282	GII.5
PV087409	GII.5
KM036379	GII.5
LC122857	GII.5
MZ268406	GII.5
MZ265142	GII.5
KU311160	GII.5
KM386681	GII.5
MN502993	GII.5
MN503038	GII.5
MW305533	GII.5
MW305537	GII.5
KJ131170	GII.5
KJ131171	GII.5
KJ131169	GII.5
KJ131172	GII.5
KM036378	GII.5
KJ131168	GII.5
KJ131173	GII.5
KJ131167	GII.5
KJ131174	GII.5
KJ131175	GII.5
PQ641315	GII.5
MF802553	GII.5
MF802552	GII.5
MF802554	GII.5
MN502892	GII.5
MN503065	GII.5
MN502917	GII.5
MN502960	GII.5
MN502961	GII.5
MN502964	GII.5
MZ026965	GII.5
MW009072	GII.5
MW009068	GII.5
MW009069	GII.5
OR065073	GII.2
DQ366347	GII.2
MF405169	GII.2
MW305584	GII.2
MW305570	GII.2
KC998960	GII.2
JQ320072	GII.2
MW305600	GII.2
MW305601	GII.2
KC597138	GII.2
MT767436	GII.2
MW305578	GII.2
MW305579	GII.2
JX846925	GII.2
JN699037	GII.2
LC209435	GII.2
MW305657	GII.2
MN502837	GII.2
LC209457	GII.2
LC209465	GII.2
LC209473	GII.2
LC122851	GII.2
LC209474	GII.2
AB629941	GII.2
LC122852	GII.2
LC209472	GII.2
LC209437	GII.2
LC209438	GII.2
LC209436	GII.2
LC122854	GII.2
LC209469	GII.2
LC122853	GII.2
LC209464	GII.2
LC209454	GII.2
LC209461	GII.2
PX733075	GII.2
MH938339	GII.2
MF621949	GII.2
MF621952	GII.2
MF621955	GII.2
MF621948	GII.2
MF621951	GII.2
KC464505	GII.2
MF621953	GII.2
MF621954	GII.2
MF621957	GII.2
MF621950	GII.2
MF621956	GII.2
OQ451925	GII.2
OQ451926	GII.2
LC145790	GII.2
LC213885	GII.2
LC209445	GII.2
LC145792	GII.2
LC209443	GII.2
LC122846	GII.2
LC209434	GII.2
LC209442	GII.2
LC209432	GII.2
LC145789	GII.2
MN502851	GII.2
LC122847	GII.2
LC209444	GII.2
LC145791	GII.2
LC145797	GII.2
LC145793	GII.2
LC145802	GII.2
LC228948	GII.2
LC145803	GII.2
LC122841	GII.2
LC209450	GII.2
LC122844	GII.2
LC209466	GII.2
LC145798	GII.2
LC145799	GII.2
LC145800	GII.2
KY457722	GII.2
KY457724	GII.2
KY457725	GII.2
KY457721	GII.2
KY457723	GII.2
LC145794	GII.2
LC145796	GII.2
LC145795	GII.2
LC145786	GII.2
LC122849	GII.2
LC209456	GII.2
LC373452	GII.2
LC122850	GII.2
LC209433	GII.2
LC145788	GII.2
LC209470	GII.2
LC122848	GII.2
LC145804	GII.2
LC145806	GII.2
LC145805	GII.2
MN503021	GII.2
LC209441	GII.2
MH938340	GII.2
MK752949	GII.2
LC209458	GII.2
MN502995	GII.2
MN503035	GII.2
LC145801	GII.2
LC209455	GII.2
LC122845	GII.2
LC209431	GII.2
LC145807	GII.2
LC122843	GII.2
LC209476	GII.2
LC209475	GII.2
LC145808	GII.2
LC122842	GII.2
LC209477	GII.2
LC122855	GII.2
LC209462	GII.2
MH218733	GII.2
MH218657	GII.2
MH218697	GII.2
LC209439	GII.2
MH218648	GII.2
MH938338	GII.2
MZ708403	GII.2
MZ708404	GII.2
MZ708405	GII.2
LC122856	GII.2
LC209463	GII.2
MK729086	GII.2
MK775028	GII.2
LC209440	GII.2
MH938341	GII.2
MT218322	GII.2
MZ708221	GII.2
MK753012	GII.2
MZ708392	GII.2
OR826789	GII.2
MT724793	GII.2
KT962983	GII.2
MK764039	GII.2
MK764040	GII.2
MK753007	GII.2
OR793102	GII.2
MZ708527	GII.2
MZ708526	GII.2
MZ708523	GII.2
MZ708402	GII.2
MZ708398	GII.2
MZ708396	GII.2
MZ708400	GII.2
MZ708399	GII.2
MZ708519	GII.2
MZ708522	GII.2
MZ708521	GII.2
MZ708525	GII.2
MW305612	GII.2
MZ708393	GII.2
MZ708218	GII.2
MZ708219	GII.2
MZ708220	GII.2
MZ708518	GII.2
MZ708397	GII.2
MZ708401	GII.2
MK775029	GII.2
MW305627	GII.2
MW305640	GII.2
MW305641	GII.2
MH218737	GII.2
MH218655	GII.2
MK789430	GII.2
MH218735	GII.2
MH218736	GII.2
MZ708520	GII.2
MZ708222	GII.2
MZ708395	GII.2
MZ291626	GII.2
KJ407074	GII.2
MW661246	GII.2
MW661249	GII.2
LC209480	GII.2
LC122840	GII.2
LC122839	GII.2
LC209481	GII.2
LC209459	GII.2
LC209451	GII.2
MT233270	GII.2
LC122838	GII.2
LC209478	GII.2
LC122834	GII.2
LC209479	GII.2
LC209460	GII.2
LC209447	GII.2
LC122835	GII.2
AB629946	GII.2
LC209448	GII.2
LC145787	GII.2
LC209449	GII.2
LC122833	GII.2
LC209467	GII.2
LC209453	GII.2
LC122836	GII.2
LC209452	GII.2
LC209468	GII.2
LC209446	GII.2
LC122837	GII.2
LC209471	GII.2
MH702260	GII.2
MH702261	GII.2
MK752945	GII.2
MH218734	GII.2
MH702265	GII.2
MW642193	GII.2
KY421148	GII.2
MH158635	GII.2
MH671553	GII.2
MZ708391	GII.2
MK752944	GII.2
MK753013	GII.2
MK762628	GII.2
MK753011	GII.2
MK753014	GII.2
MK753031	GII.2
MK753015	GII.2
KY677828	GII.2
KY806296	GII.2
MH938352	GII.2
MK773581	GII.2
MK648239	GII.2
MK753021	GII.2
MH938343	GII.2
MH938347	GII.2
MH068819	GII.2
MH068820	GII.2
MG746023	GII.2
KY905336	GII.2
KY457729	GII.2
KY457727	GII.2
LC213889	GII.2
LC213886	GII.2
LC720160	GII.2
LC279239	GII.2
LC279235	GII.2
LC279242	GII.2
MG746172	GII.2
MG763368	GII.2
KY462043	GII.2
MG746004	GII.2
MZ026985	GII.2
MZ026986	GII.2
MG746084	GII.2
MG746028	GII.2
KY421144	GII.2
MZ708532	GII.2
MH634352	GII.2
KY357462	GII.2
OP205544	GII.2
MK614139	GII.2
MK614140	GII.2
MK614157	GII.2
MH634362	GII.2
KY357461	GII.2
MZ708543	GII.2
MZ708599	GII.2
MZ708538	GII.2
MZ708540	GII.2
MZ708534	GII.2
MZ708597	GII.2
MH634382	GII.2
MH634364	GII.2
KY357452	GII.2
MH634359	GII.2
MH634358	GII.2
MH634391	GII.2
MH634380	GII.2
MH634381	GII.2
MK752940	GII.2
KY677830	GII.2
MH979229	GII.2
MG746033	GII.2
KY677832	GII.2
KY677831	GII.2
MG746054	GII.2
MG746063	GII.2
MG746067	GII.2
LC384109	GII.2
MG746011	GII.2
MG746142	GII.2
KY462040	GII.2
MG763354	GII.2
MG763370	GII.2
MG763369	GII.2
MG746021	GII.2
MG746154	GII.2
MG746087	GII.2
MG746058	GII.2
MG746109	GII.2
MG745986	GII.2
MG745987	GII.2
MG746005	GII.2
MK614146	GII.2
MK614148	GII.2
KY806300	GII.2
KY806299	GII.2
MW305649	GII.2
MG745996	GII.2
MG746094	GII.2
MG745997	GII.2
MH057762	GII.2
MG746162	GII.2
MH321821	GII.2
MK614131	GII.2
MT158851	GII.2
PV843272	GII.2
PV843276	GII.2
MZ026948	GII.2
MH321818	GII.2
MH513593	GII.2
MZ026977	GII.2
KY457586	GII.2
KY407220	GII.2
KY407221	GII.2
PQ740363	GII.2
MK517761	GII.2
MK517762	GII.2
PQ740364	GII.2
PQ740368	GII.2
PQ740367	GII.2
PQ740379	GII.2
PQ740377	GII.2
PQ740382	GII.2
PQ740383	GII.2
MH938350	GII.2
LC413803	GII.2
LC798000	GII.2
LC726084	GII.2
LC798001	GII.2
OM372488	GII.2
MZ026963	GII.2
LC726079	GII.2
LC726083	GII.2
LC726082	GII.2
OP205542	GII.2
OP205543	GII.2
MN394542	GII.2
PQ740365	GII.2
MT158853	GII.2
MG746205	GII.2
MG746217	GII.2
MG746180	GII.2
MH068810	GII.2
MG763359	GII.2
MG763360	GII.2
MG746215	GII.2
MH825880	GII.2
PQ273193	GII.2
PQ273194	GII.2
PQ273192	GII.2
OP689558	GII.2
OP689557	GII.2
LC384111	GII.2
MG746211	GII.2
KY421123	GII.2
MT362915	GII.2
MT362914	GII.2
MT362916	GII.2
MW661273	GII.2
MW661277	GII.2
MK614132	GII.2
MK614128	GII.2
LC413804	GII.2
LC413802	GII.2
MK614155	GII.2
MK614141	GII.2
MK614130	GII.2
LC726086	GII.2
LC720157	GII.2
LC413799	GII.2
KY462035	GII.2
MG746095	GII.2
KY485120	GII.2
MH068791	GII.2
MH068796	GII.2
MH068797	GII.2
MH068793	GII.2
MK614158	GII.2
MK614160	GII.2
MG746061	GII.2
KY485115	GII.2
KY485116	GII.2
MG746013	GII.2
MG746014	GII.2
MG746001	GII.2
MG746081	GII.2
MG746112	GII.2
OR793100	GII.2
OR793093	GII.2
OR793099	GII.2
KY865306	GII.2
MH513595	GII.2
MK762626	GII.2
MN394544	GII.2
MK614133	GII.2
MK752935	GII.2
PQ740370	GII.2
PQ740371	GII.2
LC726081	GII.2
PQ243047	GII.2
MT738527	GII.2
LC798005	GII.2
LC798006	GII.2
LC798009	GII.2
LC798008	GII.2
LC726089	GII.2
LC798011	GII.2
LC798014	GII.2
LC726085	GII.2
LC726088	GII.2
LC646333	GII.2
OQ633109	GII.2
MT158852	GII.2
MT158857	GII.2
MK517771	GII.2
MK517770	GII.2
MK517772	GII.2
OR793082	GII.2
MH321823	GII.2
MK764022	GII.2
LC726087	GII.2
MK614161	GII.2
OM372483	GII.2
MZ026973	GII.2
OR084256	GII.2
LC798002	GII.2
LC798025	GII.2
LC790055	GII.2
LC646332	GII.2
OL826942	GII.2
LC798017	GII.2
LC798018	GII.2
LC790062	GII.2
LC798021	GII.2
LC798023	GII.2
OM372489	GII.2
OK376252	GII.2
OK376255	GII.2
OK376264	GII.2
OK376260	GII.2
OK376253	GII.2
OK376261	GII.2
MG746025	GII.2
OM372482	GII.2
PQ740380	GII.2
OL826943	GII.2
PQ273199	GII.2
PQ273188	GII.2
PQ273195	GII.2
LC798010	GII.2
LC798015	GII.2
LC798016	GII.2
LC798043	GII.2
PP267297	GII.2
PX988180	GII.2
PX988181	GII.2
PX988179	GII.2
PX988182	GII.2
LC726080	GII.2
MZ027015	GII.2
PZ240512	GII.2
OL826940	GII.2
LC726090	GII.2
LC798042	GII.2
OL826941	GII.2
PQ740374	GII.2
OR463469	GII.2
PP267300	GII.2
PP267299	GII.2
PX458557	GII.2
PQ740385	GII.2
PQ740386	GII.2
PQ740369	GII.2
PQ740384	GII.2
PQ740378	GII.2
PQ740390	GII.2
PQ740373	GII.2
PQ740375	GII.2
PQ740376	GII.2
PX285872	GII.2
PZ240515	GII.2
PZ240516	GII.2
PQ740381	GII.2
PQ740388	GII.2
PQ740389	GII.2
PP267270	GII.2
MK517766	GII.2
OR463468	GII.2
PQ740366	GII.2
PQ740372	GII.2
PQ740387	GII.2
MK517763	GII.2
MK517764	GII.2
MK517768	GII.2
MK517769	GII.2
MK517767	GII.2
MT158862	GII.2
PP267268	GII.2
MK517754	GII.2
MK517755	GII.2
MK517760	GII.2
MK517757	GII.2
MK517758	GII.2
MK517756	GII.2
MK517753	GII.2
MK517759	GII.2
OR905889	GII.18
PQ467814	GII.18
PQ467815	GII.18
PQ467816	GII.18
PQ467819	GII.18
PQ467817	GII.18
PQ467818	GII.18
HM346627	GII.11
MN567957	GII.11
LC509011	GII.11
HQ392821	GII.11
PQ467812	GII.11
PQ467813	GII.11
PQ467811	GII.11
PQ467807	GII.11
PQ467808	GII.11
PQ467809	GII.11
PQ467810	GII.11
PV553832	GII.6
PV174239	GII.6
PV174245	GII.6
PV174243	GII.6
PV174244	GII.6
JX846927	GII.6
JN699036	GII.6
MW305571	GII.6
MW305581	GII.6
KC576910	GII.6
JN699035	GII.6
LC122922	GII.6
LC122920	GII.6
LC122921	GII.6
LC122919	GII.6
MW305599	GII.6
LC760178	GII.6
ON706290	GII.6
LC122917	GII.6
LC122918	GII.6
LC760176	GII.6
LC760175	GII.6
KM198519	GII.6
LC760174	GII.6
KX752057	GII.6
LC760177	GII.6
LC760179	GII.6
ON706286	GII.6
ON706287	GII.6
ON706288	GII.6
ON706295	GII.6
ON706294	GII.6
MW305511	GII.6
MW305523	GII.6
MW305544	GII.6
MW305540	GII.6
MW305547	GII.6
JN183165	GII.6
PX732959	GII.6
KM198498	GII.6
KM198534	GII.6
KP064098	GII.6
MW305613	GII.6
MT227816	GII.6
MW305615	GII.6
MW305616	GII.6
OM386672	GII.6
MW305736	GII.6
MW661284	GII.6
MH260511	GII.6
PZ251437	GII.6
PQ740332	GII.6
MZ027007	GII.6
MZ027050	GII.6
MT227832	GII.6
MW305532	GII.6
MW305531	GII.6
MW305529	GII.6
MN502987	GII.6
MH279832	GII.6
MW305704	GII.6
MH279834	GII.6
MH279831	GII.6
MW305555	GII.6
MZ265418	GII.6
PX732944	GII.6
KM461694	GII.6
KM461693	GII.6
KM461695	GII.6
LC122916	GII.6
MN503015	GII.6
MN503002	GII.6
MN503028	GII.6
MN503003	GII.6
MW363197	GII.6
MW363198	GII.6
MH114014	GII.6
MW243610	GII.6
MT158850	GII.6
PQ740337	GII.6
MZ027009	GII.6
PZ240464	GII.6
PQ740336	GII.6
MZ026997	GII.6
PZ240463	GII.6
PP267271	GII.6
PP267274	GII.6
PQ740335	GII.6
PZ240466	GII.6
PX988131	GII.6
PX988132	GII.6
PX988134	GII.6
PX988130	GII.6
PX988133	GII.6
PZ240465	GII.6
PZ240467	GII.6
PX988136	GII.6
PX988137	GII.6
PX988138	GII.6
PX988135	GII.6
PX988139	GII.6
PQ740333	GII.6
PQ740334	GII.6
PX988145	GII.6
PX988141	GII.6
PX988144	GII.6
PX988143	GII.6
PX988142	GII.6
PX988140	GII.6
PX988147	GII.6
PX988156	GII.6
PX988152	GII.6
PX988148	GII.6
PX988157	GII.6
PX988158	GII.6
PX988149	GII.6
PX988153	GII.6
PX988150	GII.6
PX988154	GII.6
PX988155	GII.6
PX988146	GII.6
PX988151	GII.6
MW305737	GII.6
KY424345	GII.6
KY424348	GII.6
KY424346	GII.6
KY424347	GII.6
PV282529	GII.6
MK301293	GII.6
PV258471	GII.6
PV258472	GII.6
HM633213	GII.6
GU969056	GII.6
GU969055	GII.6
GU969057	GII.6
GU969054	GII.6
LC760144	GII.6
LC122896	GII.6
AB682736	GII.6
AB758451	GII.6
LC122893	GII.6
LC122894	GII.6
LC122895	GII.6
KM461690	GII.6
LC760143	GII.6
LC760145	GII.6
LC122892	GII.6
LC122898	GII.6
LC122899	GII.6
MH218645	GII.6
PV746280	GII.6
MH218673	GII.6
LC122897	GII.6
KC464321	GII.6
OR051903	GII.6
MZ265480	GII.6
MW305614	GII.6
PP661666	GII.6
PV553834	GII.6
MN502921	GII.6
MT731279	GII.6
MW661274	GII.6
MW661275	GII.6
MK956197	GII.6
MK956199	GII.6
MK956198	GII.6
MN416944	GII.6
MN416946	GII.6
MW305564	GII.6
KM198531	GII.6
KM198530	GII.6
KM198549	GII.6
MZ026896	GII.6
MN502840	GII.6
MN502835	GII.6
MN502826	GII.6
MN502828	GII.6
MN502834	GII.6
MN502911	GII.6
MN502912	GII.6
MN502882	GII.6
LC122891	GII.6
KM267743	GII.6
MZ026898	GII.6
MN502894	GII.6
MN503024	GII.6
MN502886	GII.6
MN502898	GII.6
MN502979	GII.6
MN503041	GII.6
MN502978	GII.6
MN503042	GII.6
MN502849	GII.6
MN502862	GII.6
MN502902	GII.6
MZ026998	GII.6
MN502856	GII.6
MN503025	GII.6
MN503016	GII.6
MN503029	GII.6
LC760171	GII.6
LC760172	GII.6
LC760173	GII.6
MN502998	GII.6
MN503037	GII.6
PQ273187	GII.6
OQ702253	GII.6
OQ702254	GII.6
OP690425	GII.6
OP690426	GII.6
OR536442	GII.6
MF140678	GII.6
MF140679	GII.6
MF140676	GII.6
MF140677	GII.6
MW305611	GII.6
GU930737	GII.6
MW305739	GII.6
JN699041	GII.6
MW305741	GII.6
MW305598	GII.6
LC122923	GII.6
JX984945	GII.6
JX984949	GII.6
JX984953	GII.6
JX989075	GII.6
HQ169542	GII.6
LC122928	GII.6
LC122933	GII.6
LC122926	GII.6
LC760142	GII.6
LC122927	GII.6
LC122924	GII.6
LC122931	GII.6
LC122929	GII.6
LC122925	GII.6
LC122932	GII.6
LC122930	GII.6
PX458535	GII.6
MH218687	GII.6
MH218641	GII.6
LC790056	GII.6
PX458469	GII.6
OP901692	GII.6
OP712196	GII.6
MW305735	GII.6
MN248514	GII.6
MN248516	GII.6
MN248517	GII.6
MN248515	GII.6
MH218639	GII.6
MH702288	GII.6
KX158281	GII.6
ON706296	GII.6
MH279828	GII.6
OR069405	GII.6
KY424342	GII.6
KY424343	GII.6
KY424341	GII.6
KY424344	GII.6
KM267740	GII.6
KY406920	GII.6
KU935739	GII.6
OL468714	GII.6
MG674720	GII.6
KY406919	GII.6
LC771967	GII.6
MN502974	GII.6
MH702284	GII.6
MH702286	GII.6
KY407215	GII.6
KY407216	GII.6
KY407214	GII.6
KY407213	GII.6
MT221253	GII.6
MT221255	GII.6
MT221254	GII.6
MT363962	GII.6
MN503074	GII.6
MZ026938	GII.6
MN502947	GII.6
MZ026975	GII.6
MZ026976	GII.6
MZ026952	GII.6
MN502915	GII.6
MN503077	GII.6
MN502920	GII.6
MH279837	GII.6
MH279838	GII.6
MG557654	GII.6
LC597124	GII.6
LC597123	GII.6
LC597121	GII.6
LC597131	GII.6
LC122915	GII.6
PP267273	GII.6
KX228762	GII.6
MF802550	GII.6
OR793081	GII.6
KM267742	GII.6
KM267741	GII.6
MK614063	GII.6
MH218650	GII.6
MH279827	GII.6
MH279836	GII.6
MH279839	GII.6
